,Character_1,Character_2,Win_Probability
1326,2398,8385,-1
1327,11085,5111,1
1328,1280,3039,-1
1329,10469,60,-1
1330,1031,5111,-1
1331,365,3384,1
1332,4387,4324,-1
1333,10687,1097,-1
1334,2229,869,-1
1335,1683,11317,1
1336,6424,2714,1
1337,3039,1461,-1
1338,10379,9034,1
1339,6858,6267,-1
1340,5696,2462,0
1341,9384,8130,1
1342,10242,7576,0
1343,10810,2796,-1
1344,720,3275,-1
1345,5480,8334,1
1346,4178,4074,1
1347,8441,11295,-1
1348,4824,9043,-1
1349,4824,9043,1
1350,10829,2969,-1
1351,5498,5498,1
1352,10622,8334,1
1353,3948,10683,-1
1354,1417,163,-1
1355,1722,10952,-1
1356,1110,5526,1
1357,9446,11992,-1
1358,11085,9681,0
1359,3039,7563,-1
1360,9928,752,-1
1361,5510,2289,1
1362,10774,5206,1
1363,7888,4324,1
1364,10998,6571,1
1365,4072,6043,-1
1366,4713,6562,-1
1367,7406,2707,1
1368,7709,264,0
1369,6810,7084,0
1370,2429,1387,1
1371,4852,6064,1
1372,6858,2429,0
1373,11422,6858,1
1374,3039,11809,1
1375,3294,8583,-1
1376,8040,5347,1
1377,9377,8471,-1
1378,10434,8385,-1
1379,2143,11553,-1
1380,7375,10562,1
1381,1711,3976,1
1382,915,6852,1
1383,8608,9859,-1
1384,10276,1603,1
1385,7736,4066,-1
1386,8099,5675,-1
1387,11761,10242,-1
1388,4720,3203,0
1389,6517,6267,0
1390,11965,5097,1
1391,4824,6855,1
1392,2064,869,1
1393,5097,9327,-1
1394,74,1597,0
1395,10156,4011,1
1396,10854,1510,1
1397,7684,7943,-1
1398,9255,7596,-1
1399,869,2548,-1
1400,488,4039,1
1401,10205,376,1
1402,4915,10269,-1
1403,565,3781,1
1404,2434,9683,1
1405,10930,9070,1
1406,10242,6784,-1
1407,10242,2198,-1
1408,8179,2098,-1
1409,7928,2928,-1
1410,4066,771,0
1411,8064,885,1
1412,5097,4011,0
1413,1746,3100,-1
1414,5878,9220,1
1415,10998,5805,0
1416,10943,1597,0
1417,2095,134,-1
1418,5085,5709,1
1419,10978,5936,-1
1420,2340,2429,-1
1421,2450,6463,0
1422,11236,3134,1
1423,5579,9712,-1
1424,10425,10831,1
1425,4066,11058,0
1426,6640,127,-1
1427,1561,3385,0
1428,1161,3134,1
1429,9268,10993,-1
1430,11594,9167,0
1431,3513,5722,0
1432,9760,9992,-1
1433,10482,359,1
1434,9971,11501,-1
1435,1800,2031,-1
1436,11594,9114,-1
1437,8582,10909,-1
1438,1635,8288,1
1439,6428,1444,1
1440,11605,6062,-1
1441,7736,11108,-1
1442,4401,4651,1
1443,3332,7050,1
1444,8099,11217,1
1445,7231,5733,1
1446,11619,8899,0
1447,11203,1462,-1
1448,10403,4824,1
1449,3807,5408,1
1450,5067,2650,-1
1451,5744,8656,1
1452,8649,7650,1
1453,6585,10558,1
1454,9157,10437,-1
1455,4393,9541,1
1456,7884,5821,-1
1457,2360,7422,-1
1458,1683,3926,-1
1459,9805,2924,1
1460,12031,283,1
1461,4427,10629,-1
1462,9311,2611,1
1463,8812,1510,1
1464,11288,5590,-1
1465,10978,156,1
1466,10978,10186,1
1467,869,7567,1
1468,6195,4552,1
1469,11906,5885,-1
1470,11422,11422,1
1471,374,6556,-1
1472,11221,2031,-1
1473,10276,374,1
1474,9509,8082,1
1475,8969,6834,-1
1476,8399,10238,0
1477,9681,3289,1
1478,9957,3136,1
1479,3667,9171,-1
1480,365,3961,1
1481,1339,100,1
1482,10317,466,1
1483,11422,7881,1
1484,4066,3664,1
1485,9805,2104,-1
1486,3803,4324,0
1487,8257,4824,-1
1488,4002,5936,-1
1489,8863,9241,1
1490,2298,4314,-1
1491,7484,9453,1
1492,3447,3134,1
1493,6703,1461,-1
1494,7913,3260,1
1495,5097,3756,1
1496,864,4645,-1
1497,10287,9942,-1
1498,9509,6929,0
1499,9585,2143,0
1500,1208,4552,-1
1501,2706,10943,1
1502,2340,2342,1
1503,7879,7258,1
1504,3387,4360,1
1505,156,344,-1
1506,9220,806,1
1507,8582,678,1
1508,817,1623,1
1509,2064,6394,1
1510,7794,11249,-1
1511,2298,7397,0
1512,2964,7102,-1
1513,2807,890,1
1514,9180,8288,1
1515,10244,3775,1
1516,10086,11975,-1
1517,5384,8089,-1
1518,3705,11422,-1
1519,7908,9005,-1
1520,8439,8418,0
1521,1757,11275,-1
1522,9566,3332,-1
1523,10558,6562,0
1524,777,8057,1
1525,8749,2104,-1
1526,2429,684,1
1527,5852,6424,-1
1528,2741,10683,1
1529,8985,2964,-1
1530,4314,4314,1
1531,9566,12047,-1
1532,7791,7905,1
1533,5097,6062,0
1534,11203,11040,-1
1535,4852,3273,-1
1536,150,493,-1
1537,7567,7567,-1
1538,2765,2185,1
1539,5579,1741,1
1540,11149,3053,-1
1541,1361,11414,-1
1542,10197,9712,-1
1543,6827,6827,1
1544,1387,1387,1
1545,5874,5690,1
1546,3942,11108,-1
1547,6858,821,-1
1548,3385,9094,0
1549,2928,9167,-1
1550,5079,9052,1
1551,3478,4074,1
1552,11594,7230,1
1553,9681,9798,1
1554,4178,7522,-1
1555,4274,2548,1
1556,5672,8558,1
1557,7915,344,0
1558,8582,1603,1
1559,8788,11962,1
1560,7567,8749,-1
1561,2568,561,-1
1562,359,11422,-1
1563,10682,4846,-1
1564,2717,5178,0
1565,8252,4545,-1
1566,506,1561,-1
1567,6295,8803,0
1568,9760,6216,1
1569,8383,8288,1
1570,6172,4066,-1
1571,3532,3609,-1
1572,4417,11317,-1
1573,3705,7069,1
1574,2064,1741,1
1575,5579,5579,1
1576,1439,2237,-1
1577,11625,1580,1
1578,2185,7155,-1
1579,4630,4354,-1
1580,11911,8658,1
1581,12037,5853,1
1582,1559,6929,1
1583,1361,518,1
1584,869,2645,0
1585,7008,10873,-1
1586,6556,6556,1
1587,7855,7650,1
1588,7888,7650,1
1589,10562,1180,-1
1590,1339,4630,-1
1591,6771,7650,1
1592,4555,7650,1
1593,8608,7650,1
1594,8008,7650,1
1595,9367,7650,0
1596,7631,8302,1
1597,6409,6409,1
1598,8089,8089,-1
1599,577,8302,-1
1600,10469,328,-1
1601,6810,9805,-1
1602,45,3384,0
1603,6545,8343,1
1604,8781,7484,-1
1605,9514,4552,-1
1606,11599,4618,1
1607,7008,8089,-1
1608,7855,10485,1
1609,4373,3289,1
1610,11499,4846,1
1611,11809,11809,1
1612,9995,7363,1
1613,7084,6463,-1
1614,4751,11236,-1
1615,11499,2516,-1
1616,3363,1627,-1
1617,10978,8899,-1
1618,10558,466,1
1619,10469,6119,0
1620,9220,1648,1
1621,1892,10834,-1
1622,10485,8914,1
1623,2199,10558,-1
1624,4274,9094,1
1625,3412,3385,-1
1626,2906,2939,1
1627,6176,2935,-1
1628,11414,344,0
1629,1132,9928,1
1630,1313,5408,-1
1631,5097,3623,1
1632,11809,6119,0
1633,11031,10703,-1
1634,8288,10834,1
1635,4922,4387,1
1636,2198,11962,-1
1637,2906,2954,-1
1638,11422,8089,0
1639,498,4141,0
1640,4922,460,1
1641,1810,1561,-1
1642,1627,864,0
1643,5722,7057,1
1644,45,7490,0
1645,5132,8065,1
1646,4066,166,-1
1647,8608,10834,-1
1648,3332,8656,-1
1649,2590,6517,-1
1650,7361,5827,-1
1651,8239,5827,1
1652,1797,12072,1
1653,1387,359,1
1654,5861,7763,0
1655,3620,4846,1
1656,11809,5336,1
1657,6793,11962,1
1658,1683,6463,1
1659,7915,171,0
1660,3871,3609,-1
1661,9312,5178,-1
1662,4041,7069,1
1663,869,3053,-1
1664,5369,10774,-1
1665,11120,2617,-1
1666,27,7650,0
1667,1543,2532,1
1668,8179,3447,-1
1669,2947,11256,-1
1670,3442,8257,1
1671,9744,7132,1
1672,4401,10086,1
1673,1208,4377,1
1674,8985,7490,0
1675,2104,1561,-1
1676,11147,4377,1
1677,10978,869,1
1678,7810,6062,-1
1679,1627,1741,1
1680,435,435,1
1681,2969,6799,1
1682,6660,4377,-1
1683,8496,4377,-1
1684,818,5061,-1
1685,6456,7767,1
1686,1752,4663,-1
1687,3833,3332,0
1688,869,1339,-1
1689,1208,127,1
1690,2199,7524,1
1691,1553,12072,1
1692,1685,8257,1
1693,9317,6957,1
1694,11406,3803,1
1695,9367,4387,1
1696,4373,3639,-1
1697,10594,9372,1
1698,2104,6852,0
1699,8179,821,-1
1700,2450,3134,1
1701,8288,5733,-1
1702,10186,3481,0
1703,7623,5061,1
1704,2064,8780,0
1705,4713,11309,1
1706,4544,4306,0
1707,583,2714,-1
1708,8987,7484,-1
1709,7570,8125,-1
1710,11987,4859,1
1711,4544,8104,1
1712,2429,660,1
1713,115,8089,-1
1714,10908,7832,-1
1715,3705,869,-1
1716,2969,4544,-1
1717,6195,4306,1
1718,11147,5593,1
1719,7960,5179,1
1720,3039,1561,1
1721,1338,2825,0
1722,6707,3270,-1
1723,10553,441,-1
1724,9463,4922,1
1725,10263,10186,1
1726,6707,7008,-1
1727,6707,435,-1
1728,6858,2104,-1
1729,9691,11040,-1
1730,9180,5097,1
1731,3620,3100,1
1732,7994,6925,0
1733,4544,6591,1
1734,8649,9327,-1
1735,6810,9886,0
1736,1561,1461,1
1737,1399,7513,1
1738,9476,1648,1
1739,3966,1561,-1
1740,575,3134,1
1741,1864,4544,-1
1742,8116,1315,-1
1743,2617,2617,1
1744,4373,11821,1
1745,7913,8104,1
1746,9642,1627,1
1747,1338,4066,1
1748,7283,11171,1
1749,6463,5097,1
1750,5164,1008,1
1751,3715,6260,0
1752,1561,10260,0
1753,10782,11821,0
1754,10629,5347,-1
1755,10658,11834,-1
1756,869,2957,-1
1757,3039,2243,-1
1758,10165,3942,1
1759,4417,7739,-1
1760,7217,6640,-1
1761,8568,7027,-1
1762,10054,2064,1
1763,2199,6346,-1
1764,2545,8089,1
1765,8692,6763,-1
1766,7084,11163,0
1767,8162,7258,-1
1768,4311,3725,-1
1769,2064,6265,-1
1770,10179,1420,-1
1771,7043,3541,0
1772,1108,7767,1
1773,4376,6456,1
1774,5510,993,1
1775,7997,9095,1
1776,8521,1332,-1
1777,7791,8899,0
1778,1543,4824,-1
1779,10558,1047,-1
1780,4852,1047,-1
1781,1047,7904,1
1782,3871,8595,-1
1783,5698,7881,1
1784,3271,5602,1
1785,8378,11422,-1
1786,561,3442,-1
1787,6571,3871,0
1788,8288,11821,-1
1789,10873,3053,-1
1790,10558,10263,1
1791,2064,11163,-1
1792,8658,5017,1
1793,7763,11821,0
1794,10242,9477,-1
1795,2429,11821,1
1796,749,8692,-1
1797,84,9278,-1
1798,673,4235,1
1799,8521,8366,1
1800,7008,5348,-1
1801,6810,5348,-1
1802,95,57,1
1803,7708,2532,-1
1804,6176,2532,-1
1805,11422,2532,1
1806,4365,9477,-1
1807,11422,5348,1
1808,10242,1032,1
1809,3964,2532,-1
1810,8661,11163,-1
1811,9712,6541,1
1812,7623,6541,-1
1813,8402,6541,-1
1814,7736,10558,1
1815,5827,5863,-1
1816,6541,10558,-1
1817,5675,8656,-1
1818,6957,9195,0
1819,10908,4378,-1
1820,2568,7763,-1
1821,8521,115,-1
1822,10558,2532,1
1823,11966,5182,1
1824,11564,6640,-1
1825,4107,5017,1
1826,1361,5348,1
1827,9076,7027,-1
1828,6176,1035,-1
1829,5863,2429,-1
1830,95,1476,1
1831,1741,15,-1
1832,9642,1741,1
1833,7217,7763,-1
1834,11159,4720,-1
1835,10509,8661,1
1836,6176,115,1
1837,11602,3020,-1
1838,4387,8008,1
1839,495,3020,1
1840,4852,4852,1
1841,11966,11234,1
1842,4824,1561,-1
1843,1561,1561,-1
1844,10151,10685,1
1845,5348,8608,1
1846,1215,2358,1
1847,5408,4387,-1
1848,5408,9025,1
1849,7309,1520,-1
1850,10263,8881,1
1851,9712,8995,1
1852,4366,3448,1
1853,5241,8899,-1
1854,8089,4107,1
1855,11171,3298,1
1856,8661,357,-1
1857,11236,4066,1
1858,264,10292,1
1859,10952,11288,1
1860,4986,10287,0
1861,4663,1561,-1
1862,100,5331,1
1863,11147,8496,-1
1864,11911,4972,1
1865,8288,11809,-1
1866,10788,2532,-1
1867,565,4852,-1
1868,3332,4066,-1
1869,2564,7544,1
1870,580,4066,1
1871,4274,10282,1
1872,5414,5853,1
1873,10137,3959,-1
1874,7150,1868,1
1875,2039,1130,1
1876,9579,5347,1
1877,1561,3385,-1
1878,7050,10205,0
1879,7794,4859,0
1880,359,7008,-1
1881,8343,869,-1
1882,869,864,-1
1883,1711,5839,-1
1884,10658,4066,1
1885,6810,3053,1
1886,5182,7596,-1
1887,2112,11414,1
1888,6583,1797,0
1889,8608,9446,-1
1890,6854,9989,-1
1891,2339,4066,-1
1892,2663,2112,0
1893,10242,7647,-1
1894,802,435,-1
1895,39,11236,-1
1896,2568,2548,-1
1897,8500,5347,1
1898,11288,841,0
1899,10831,2548,1
1900,3807,2429,-1
1901,7739,7739,1
1902,9180,7739,1
1903,7181,10292,-1
1904,5679,6599,-1
1905,1746,7484,-1
1906,10136,11414,0
1907,1387,8130,-1
1908,10998,127,-1
1909,11422,11288,1
1910,2429,7815,1
1911,6296,8629,-1
1912,3203,4979,-1
1913,6340,6858,-1
1914,2198,5231,-1
1915,6424,3639,1
1916,915,6858,-1
1917,1543,6858,1
1918,8200,4178,0
1919,9502,2347,1
1920,4679,9502,-1
1921,344,6858,0
1922,8040,806,1
1923,3620,10831,1
1924,6926,10555,-1
1925,6858,3332,-1
1926,9623,6852,-1
1927,2617,9712,-1
1928,6826,134,-1
1929,3053,10490,1
1930,4274,3833,1
1931,1364,1741,1
1932,3148,6510,1
1933,7147,9334,1
1934,3447,6771,1
1935,9220,7529,-1
1936,2969,460,-1
1937,5067,6925,-1
1938,583,7569,-1
1939,8288,10831,1
1940,10379,817,0
1941,7005,4066,-1
1942,7229,841,1
1943,3513,5480,0
1944,10469,8160,1
1945,5696,8160,1
1946,4039,4066,0
1947,1339,10242,1
1948,2434,2212,-1
1949,7147,10242,1
1950,1439,2386,-1
1951,11965,11605,1
1952,7014,8008,-1
1953,39,3447,-1
1954,583,2516,-1
1955,7739,11108,-1
1956,8598,8642,1
1957,6074,7132,-1
1958,5696,2104,-1
1959,6634,115,1
1960,7125,11234,1
1961,1353,3053,0
1962,11625,5208,-1
1963,6127,10998,1
1964,5852,5498,1
1965,1797,4180,1
1966,2706,11809,1
1967,3478,11619,-1
1968,12015,3384,1
1969,7810,2429,-1
1970,3807,6763,0
1971,1361,1591,-1
1972,5744,8985,-1
1973,6720,7155,-1
1974,11809,5336,1
1975,2199,5480,-1
1976,6485,9372,-1
1977,4252,460,-1
1978,6301,9255,1
1979,11422,2735,0
1980,1543,11422,-1
1981,5579,1035,-1
1982,11422,253,-1
1983,5675,11422,-1
1984,11422,869,0
1985,4066,6826,1
1986,10797,4588,-1
1987,11101,749,-1
1988,2198,11108,1
1989,11317,11108,1
1990,10619,5722,-1
1991,12010,6904,-1
1992,1417,4235,-1
1993,565,4824,-1
1994,1125,5182,1
1995,2003,7763,-1
1996,2429,7637,-1
1997,278,219,-1
1998,11998,10774,-1
1999,1462,11040,1
2000,5994,376,-1
2001,6585,11619,1
2002,5590,174,1
2003,11376,3298,1
2004,11422,9571,-1
2005,2975,7008,-1
2006,9654,7739,-1
2007,2339,5936,-1
2008,5097,1635,0
2009,1360,11253,0
2010,5389,777,1
2011,11809,11809,-1
2012,2939,3384,1
2013,2516,2969,1
2014,11376,4164,1
2015,3956,9038,1
2016,4072,6940,-1
2017,1439,12075,-1
2018,2617,100,0
2019,10244,460,1
2020,1310,7181,-1
2021,4526,7279,1
2022,6740,3270,1
2023,5108,6740,-1
2024,10185,3966,-1
2025,7125,9744,1
2026,1338,1685,1
2027,8064,10978,1
2028,2765,3270,1
2029,6720,3384,1
2030,6585,11809,0
2031,11619,11809,1
2032,6926,11809,-1
2033,4145,11809,-1
2034,2568,11809,-1
2035,5874,5167,1
2036,6409,5331,1
2037,4680,5331,-1
2038,435,8496,-1
2039,9262,3896,-1
2040,3712,6810,1
2041,8317,10025,1
2042,3332,2104,0
2043,8985,583,-1
2044,826,6771,-1
2045,4543,7050,1
2046,4852,518,0
2047,10235,4859,1
2048,1360,5544,-1
2049,11900,6771,1
2050,4274,8997,-1
2051,10803,1561,1
2052,7008,2645,1
2053,4573,9642,-1
2054,10163,12015,1
2055,10873,7975,1
2056,4824,7739,-1
2057,84,46,1
2058,915,3152,-1
2059,5959,11809,-1
2060,11422,565,1
2061,10242,466,0
2062,3201,2098,0
2063,7928,4376,1
2064,7363,6705,1
2065,5484,575,-1
2066,2386,11911,-1
2067,10075,6763,0
2068,11654,8383,1
2069,2039,3289,-1
2070,869,10302,-1
2071,804,376,-1
2072,8682,8682,1
2073,10317,6703,-1
2074,1635,3289,1
2075,10873,3643,-1
2076,10774,10774,0
2077,11809,2095,-1
2078,5579,7104,1
2079,9566,9662,-1
2080,4922,5408,-1
2081,8343,6703,-1
2082,6172,11168,1
2083,11288,8904,1
2084,8064,11236,-1
2085,11236,8064,1
2086,6682,9798,-1
2087,4272,3939,1
2088,7232,1854,1
2089,174,8402,1
2090,7008,2024,1
2091,4922,2939,1
2092,11911,7003,-1
2093,4041,4041,1
2094,9654,2450,-1
2095,10978,376,-1
2096,39,4972,1
2097,8661,1543,0
2098,2330,6703,1
2099,1810,919,1
2100,561,4178,-1
2101,1208,5480,1
2102,10153,6810,-1
2103,5333,869,0
2104,435,435,0
2105,869,869,-1
2106,57,5921,-1
2107,4852,869,0
2108,8661,5992,1
2109,1803,818,1
2110,4069,11891,-1
2111,3363,1741,1
2112,1683,11501,-1
2113,11501,6957,-1
2114,7286,11288,-1
2115,9968,4072,-1
2116,6043,7008,-1
2117,9442,8842,0
2118,5672,850,-1
2119,3187,7569,-1
2120,90,4636,-1
2121,5390,11821,-1
2122,6219,142,-1
2123,3298,3298,-1
2124,7311,2969,1
2125,7232,10509,1
2126,8196,4846,-1
2127,4720,4824,1
2128,2948,1916,-1
2129,1108,8328,1
2130,6330,8842,-1
2131,10034,11718,1
2132,3717,3552,-1
2133,7280,7104,1
2134,1803,4852,-1
2135,4427,6267,1
2136,1031,4846,1
2137,3807,4846,-1
2138,60,2735,1
2139,2429,4846,1
2140,4066,7710,1
2141,1797,5839,1
2142,3904,4072,-1
2143,112,796,0
2144,7147,8899,-1
2145,9712,5579,1
2146,6331,2735,1
2147,9683,7763,-1
2148,11821,7763,1
2149,2339,7763,-1
2150,10774,4720,-1
2151,8985,4720,1
2152,11594,9477,-1
2153,57,57,1
2154,920,7763,-1
2155,10774,6346,-1
2156,11422,466,1
2157,7752,3289,-1
2158,864,1561,-1
2159,2545,4480,-1
2160,2590,1237,0
2161,4721,8803,-1
2162,57,3643,1
2163,5675,7309,-1
2164,2532,10203,1
2165,7229,10203,1
2166,10416,8881,-1
2167,7709,3448,1
2168,11774,1476,-1
2169,11182,6140,1
2170,10524,6640,-1
2171,2603,5337,-1
2172,3642,376,0
2173,357,6677,1
2174,253,10075,1
2175,5510,804,1
2176,5079,389,-1
2177,4354,10290,1
2178,60,5827,-1
2179,2274,7254,-1
2180,1943,11998,1
2181,4397,8008,0
2182,2663,11602,1
2183,8749,10943,1
2184,4354,11422,-1
2185,8222,253,0
2186,2104,3332,-1
2187,11422,7008,-1
2188,6228,11876,0
2189,10260,11244,1
2190,2039,3384,-1
2191,8239,7484,-1
2192,4066,8444,1
2193,869,5030,-1
2194,794,869,-1
2195,8125,4066,1
2196,4720,4373,-1
2197,4543,5593,1
2198,7522,7710,-1
2199,561,1561,1
2200,7739,3731,1
2201,1353,263,1
2202,6541,8658,-1
2203,7836,5878,-1
2204,6585,869,-1
2205,7800,10594,-1
2206,6295,3260,1
2207,8239,3031,-1
2208,2957,9262,1
2209,8383,915,1
2210,11966,25,-1
2211,9725,1561,-1
2212,344,8530,0
2213,5067,9315,-1
2214,4051,2339,-1
2215,8383,3447,-1
2216,2156,11938,1
2217,869,8985,1
2218,7967,1399,1
2219,2268,529,-1
2220,561,8444,1
2221,8693,8200,-1
2222,2958,7905,1
2223,9654,5039,-1
2224,8692,1810,0
2225,6541,7008,-1
2226,5241,11911,1
2227,11288,7975,1
2228,10873,8288,-1
2229,3813,7623,1
2230,4751,7012,1
2231,9076,8325,1
2232,10682,11983,-1
2233,5332,817,1
2234,5097,9649,-1
2235,5394,10075,-1
2236,2765,10317,1
2237,8692,1798,-1
2238,4522,10086,-1
2239,9560,3384,-1
2240,62,777,1
2241,10952,2450,-1
2242,9928,2516,-1
2243,7569,10658,1
2244,6195,10400,-1
2245,8091,69,1
2246,8383,10086,1
2247,1591,10403,-1
2248,3939,7361,-1
2249,6858,2717,0
2250,10797,10968,1
2251,869,2532,-1
2252,1008,9649,-1
2253,11666,5296,1
2254,7175,11983,1
2255,9476,6685,-1
2256,9180,5231,-1
2257,869,11228,-1
2258,693,8616,1
2259,4145,11317,1
2260,6239,10908,1
2261,7008,777,1
2262,9798,4545,-1
2263,7084,2935,0
2264,4002,100,1
2265,749,10244,-1
2266,57,6331,-1
2267,7230,11021,-1
2268,869,6176,-1
2269,6755,100,1
2270,11171,7053,1
2271,3478,777,1
2272,11966,869,0
2273,6811,8210,1
2274,582,10693,1
2275,278,1816,1
2276,5616,2025,1
2277,10242,10287,1
2278,7495,8428,-1
2279,344,5675,1
2280,4986,4218,0
2281,4314,9907,0
2282,826,617,1
2283,11288,4330,-1
2284,10235,9773,1
2285,3294,2429,-1
2286,4235,4066,1
2287,6172,1125,1
2288,4274,7569,-1
2289,1889,3705,1
2290,2104,264,1
2291,2363,10629,-1
2292,5030,7258,-1
2293,7053,7800,-1
2294,253,11147,1
2295,2957,3162,1
2296,4824,9514,1
2297,10884,1276,1
2298,10371,8821,1
2299,10952,10025,-1
2300,9312,10943,-1
2301,2828,3447,0
2302,7752,4373,-1
2303,8749,6745,1
2304,11147,73,1
2305,10456,10590,-1
2306,749,8116,-1
2307,10594,100,-1
2308,5827,74,1
2309,57,6677,-1
2310,11422,6176,-1
2311,864,864,1
2312,11422,5914,1
2313,8692,1559,1
2314,10436,8125,-1
2315,869,7800,1
2316,1281,3332,1
2317,4543,3039,1
2318,1978,107,-1
2319,3976,11821,1
2320,219,9907,1
2321,5449,2318,-1
2322,9690,11179,1
2323,10492,850,1
2324,8687,9489,0
2325,11730,2429,1
2326,864,583,-1
2327,1239,2429,1
2328,2429,328,-1
2329,4721,8108,-1
2330,2429,2642,1
2331,1837,11040,0
2332,1683,8196,-1
2333,11727,328,-1
2334,2104,3076,1
2335,5390,11422,-1
2336,11462,4756,-1
2337,11761,1543,0
2338,3261,8065,-1
2339,869,10968,1
2340,11594,8359,1
2341,9180,1810,1
2342,4066,5839,-1
2343,7230,497,-1
2344,11809,5936,0
2345,263,9476,1
2346,6793,10163,1
2347,10365,3702,1
2348,11761,95,-1
2349,10831,9514,1
2350,8649,7484,0
2351,3767,2982,1
2352,9781,5863,-1
2353,95,3270,1
2354,9502,5733,1
2355,11244,518,1
2356,2663,518,0
2357,4272,11733,1
2358,9928,1810,1
2359,3731,9476,-1
2360,3387,10968,1
2361,5179,6755,-1
2362,5642,1559,1
2363,5701,2039,-1
2364,5332,1485,0
2365,1032,3964,-1
2366,10843,9047,1
2367,9076,7112,1
2368,8343,10687,1
2369,4824,561,1
2370,8040,11499,1
2371,2064,3781,-1
2372,6195,4815,1
2373,5390,518,1
2374,8649,2429,-1
2375,8196,6771,-1
2376,6556,5208,-1
2377,10553,10629,1
2378,10460,11821,-1
2379,8582,993,1
2380,11021,6267,0
2381,8243,10540,1
2382,1912,6880,1
2383,2906,5067,1
2384,10365,10829,0
2385,6049,7528,1
2386,7258,6677,1
2387,8383,4824,-1
2388,2000,7230,1
2389,8065,7008,-1
2390,3270,518,1
2391,9167,4041,1
2392,4644,4041,1
2393,2178,4041,-1
2394,4200,518,0
2395,4644,7908,1
2396,107,10829,-1
2397,1543,5698,1
2398,7569,6556,1
2399,1810,2039,-1
2400,749,7050,1
2401,2303,2429,1
2402,2185,10242,1
2403,4889,3896,-1
2404,11809,6537,-1
2405,1049,4107,-1
2406,3705,4107,-1
2407,7008,4107,1
2408,9557,3298,1
2409,2212,3053,-1
2410,9557,2835,1
2411,10244,4626,1
2412,7569,10896,1
2413,864,9049,1
2414,10831,10998,1
2415,3833,11502,1
2416,11376,3781,1
2417,359,10287,0
2418,1353,5863,-1
2419,1149,1009,-1
2420,8649,10629,1
2421,4852,10943,-1
2422,9463,11648,1
2423,9476,1945,1
2424,12015,460,-1
2425,4274,919,-1
2426,8116,5097,1
2427,5430,661,0
2428,10571,10690,-1
2429,7997,806,1
2430,344,4663,-1
2431,7104,2064,-1
2432,1944,7739,1
2433,9241,11147,-1
2434,2969,1180,-1
2435,11127,9516,-1
2436,10469,2347,-1
2437,4185,11983,1
2438,4274,3863,1
2439,11140,10829,-1
2440,920,9320,-1
2441,5097,2906,0
2442,864,8249,1
2443,8749,7229,0
2444,4274,8001,0
2445,9220,6887,1
2446,5852,4500,1
2447,7997,9773,1
2448,7096,3404,-1
2449,7953,4291,1
2450,6420,11824,1
2451,9188,6351,1
2452,9567,5059,1
2453,7147,6705,-1
2454,10801,9642,0
2455,7972,11147,-1
2456,3702,1559,-1
2457,4354,6703,-1
2458,10873,869,-1
2459,4330,673,1
2460,3332,2039,1
2461,4401,2162,1
2462,6541,12075,1
2463,4522,2320,0
2464,2568,62,1
2465,8125,4306,1
2466,5079,9426,1
2467,864,10253,1
2468,10690,2199,1
2469,7050,4218,-1
2470,1912,11159,1
2471,8252,11019,-1
2472,915,2867,1
2473,6709,9514,0
2474,10755,4756,-1
2475,6740,9614,1
2476,10551,7042,-1
2477,5650,9880,1
2478,1017,2123,1
2479,3120,6869,0
2480,5631,8682,1
2481,981,981,-1
2482,3162,10293,-1
2483,5259,4250,1
2484,11730,8008,1
2485,869,6176,-1
2486,9781,4815,-1
2487,7786,4066,0
2488,5103,11514,-1
2489,9567,6146,1
2490,10242,7008,1
2491,5179,2147,-1
2492,2003,7008,0
2493,3148,794,1
2494,3998,6740,-1
2495,9241,9514,-1
2496,6456,10005,1
2497,8910,4536,1
2498,10968,10597,-1
2499,11101,2347,-1
2500,1940,2147,-1
2501,1685,1938,-1
2502,11127,7155,0
2503,7484,7050,1
2504,6661,3332,0
2505,7975,9740,1
2506,1561,2450,-1
2507,8987,10075,-1
2508,11159,11730,-1
2509,1548,10492,-1
2510,10034,8818,0
2511,1238,3162,1
2512,1361,2321,0
2513,4141,4397,1
2514,4376,11139,-1
2515,9866,2617,1
2516,8496,9262,-1
2517,5179,5878,-1
2518,10986,11317,-1
2519,74,11317,-1
2520,11462,10490,1
2521,7311,7855,1
2522,4427,9514,0
2523,4756,3447,1
2524,6228,6925,-1
2525,6901,4545,-1
2526,7569,583,1
2527,7905,6709,1
2528,7084,7588,1
2529,608,7229,0
2530,4066,5643,-1
2531,864,10943,0
2532,11654,6495,-1
2533,11629,5408,1
2534,673,869,-1
2535,2532,5715,-1
2536,9241,2516,-1
2537,9516,328,-1
2538,4272,8001,1
2539,59,7181,1
2540,10165,8116,-1
2541,4735,10940,1
2542,4487,2300,1
2543,3264,300,1
2544,2706,4306,1
2545,4720,9180,-1
2546,10594,7623,-1
2547,9469,2003,1
2548,10235,3712,1
2549,1353,2104,1
2550,583,10998,1
2551,2198,9773,-1
2552,4751,2450,-1
2553,9202,3888,1
2554,7570,4522,-1
2555,4185,2969,1
2556,1561,2347,-1
2557,869,2064,1
2558,4922,3956,1
2559,10108,9649,0
2560,2098,3384,0
2561,6585,5241,-1
2562,2104,5394,-1
2563,583,3332,-1
2564,661,11730,-1
2565,4066,11244,1
2566,6810,869,1
2567,4645,9805,-1
2568,3447,4178,1
2569,2958,1810,1
2570,4145,5241,0
