Character_1,Character_2,Win_Probability
4625,1578,1
318,9534,1
5651,3818,-1
567,10697,-1
6316,9645,-1
5651,4941,-1
9645,4655,1
11655,3667,1
4292,9538,1
5808,9538,0
184,4655,1
1658,3294,1
10458,1583,-1
574,6831,1
7950,2075,0
9704,11625,1
5198,2657,1
6201,4410,-1
7158,4958,-1
10400,562,-1
5187,10184,-1
2888,8047,-1
5808,10332,1
7567,10268,-1
318,5651,1
2429,7971,-1
3277,5298,-1
9747,8415,1
558,5068,1
10671,2788,1
2027,2807,-1
8613,7881,1
2657,5383,-1
2883,6338,1
5239,5237,1
5239,5237,1
1834,5237,1
8613,5237,1
5644,4931,1
7384,9799,-1
5644,7384,1
1386,5068,-1
5119,10415,-1
46,11863,1
10035,11863,1
6140,10693,1
10693,11863,1
3578,10935,0
558,473,-1
168,7388,1
10302,473,-1
8669,8669,-1
558,4869,-1
881,8607,-1
4292,3847,1
3331,3847,1
11860,3847,1
4535,8607,1
2890,924,-1
2340,9257,1
7567,4098,-1
11655,11243,0
9598,7651,1
6077,277,1
11655,6132,1
1502,10111,1
1502,10111,1
5693,924,-1
6670,8099,1
2772,9967,1
794,237,1
248,9938,1
168,8961,1
4264,10741,1
4264,9062,-1
10329,3618,1
1281,404,-1
2342,2888,1
7158,1513,-1
168,168,1
4161,2004,1
1521,7266,-1
9612,924,-1
2338,6355,1
1322,6021,-1
11514,4460,-1
1652,4380,-1
597,4544,1
8126,8290,1
4545,1886,0
8613,1658,-1
11265,1490,-1
2108,9403,1
7145,9403,1
4535,7705,1
9494,9494,-1
265,7379,-1
1491,4607,1
4944,7651,1
10035,11193,1
4503,9584,-1
10044,1781,1
1023,5117,-1
8188,8177,-1
4763,3072,1
9132,4607,1
2756,1940,1
597,10271,-1
2205,11169,1
7266,4130,-1
3061,10258,1
1491,3628,1
422,10027,-1
2431,3513,1
597,3513,-1
3066,3513,-1
904,3066,1
11492,79,-1
2067,79,-1
6008,79,1
1528,8278,-1
11655,8278,-1
11880,8278,-1
10044,8278,-1
7826,8278,-1
9915,6666,-1
4535,11106,-1
2340,8107,1
6775,8107,1
11880,8107,1
8107,8107,1
8086,2888,1
2888,2888,1
558,5373,1
6058,12053,-1
9847,5670,-1
10969,10368,1
7126,10368,-1
4632,10368,-1
4764,8278,1
6670,6757,1
6670,11285,1
8415,5067,-1
4825,3835,0
6156,5067,0
11462,3561,-1
7469,9384,1
5338,3831,-1
4487,181,0
8613,7910,1
5956,9266,-1
11827,4268,-1
4702,1966,-1
8217,10258,1
9434,581,1
9704,475,-1
13,1800,-1
5451,4292,1
5589,8607,1
5909,8607,1
597,8984,-1
168,9512,1
746,1281,-1
1441,2324,1
1658,850,1
11877,5432,1
11596,5579,0
2031,3998,-1
1295,4281,1
3497,4607,-1
11880,79,-1
904,9674,-1
904,371,-1
2483,10368,1
11631,7281,1
4687,9299,-1
6699,7357,1
4292,9830,-1
3368,10382,1
11368,3919,1
5339,10307,0
5988,10546,-1
3839,9826,-1
8086,5198,1
6316,672,-1
6733,10064,-1
9734,9747,-1
4632,5667,1
558,47,1
5556,2429,-1
1851,11943,-1
5904,2890,1
6254,2890,-1
7243,10277,1
10705,10994,-1
10918,7602,-1
6140,2041,1
5556,2041,-1
4292,10064,-1
1634,1112,-1
630,84,-1
3369,4014,1
1126,10498,1
8379,10935,1
11368,2992,1
11910,4574,1
11880,3567,-1
558,3567,-1
4869,3567,-1
10302,3567,-1
2507,3567,-1
6366,3567,-1
4764,3567,1
9747,3567,-1
177,3567,-1
11655,3567,-1
1513,7813,-1
9747,7813,-1
11655,7813,-1
2794,7813,1
152,2794,-1
5356,11815,-1
5463,10697,-1
4535,7813,-1
5887,3333,-1
5887,1272,-1
7825,1272,-1
3444,1429,1
4005,3444,1
9028,3444,1
9962,7656,0
6445,402,-1
2557,1829,1
2557,3521,1
11870,6024,1
7125,10302,-1
4756,10626,1
8614,57,1
5286,4751,-1
4186,5286,-1
4570,4605,-1
1910,4605,-1
1910,4500,-1
4850,6831,1
1596,4850,1
177,8563,1
4374,177,-1
903,177,-1
903,11280,-1
6298,1153,1
6298,1153,0
1007,1153,0
4395,4233,1
2281,4233,-1
7158,650,1
4535,650,-1
567,650,-1
268,2281,-1
1903,6469,1
1903,1850,1
985,3295,1
4046,7882,-1
2786,4989,1
2473,4989,1
2473,1352,1
7569,5684,1
6190,3225,-1
11064,8896,0
7785,8896,1
4355,9918,-1
10196,7800,-1
9747,4008,-1
5356,5624,-1
9996,8887,1
3072,8887,0
5245,9578,-1
4225,7075,-1
5759,3003,1
8445,11193,1
2394,716,-1
177,8445,1
2394,3958,1
5226,11193,-1
6887,11193,-1
9510,11193,-1
2209,2394,-1
2358,6469,-1
6469,10359,1
10530,7250,-1
1085,1085,-1
2127,1085,-1
9548,2127,-1
3005,1085,-1
3122,1085,-1
11102,911,1
11102,259,1
11431,10007,-1
5414,2394,-1
1910,7772,1
2394,9997,-1
5568,11193,0
7063,11193,-1
9561,259,1
9561,911,1
9561,3122,-1
7930,259,0
9663,259,-1
2127,1085,1
1085,1085,-1
1261,911,1
7455,3122,-1
3603,858,0
4161,858,1
649,858,1
9548,858,0
11142,8987,0
3632,6867,-1
6722,11802,-1
2829,7227,-1
9548,7772,1
8875,11142,1
10911,11142,1
4535,11142,1
1901,3829,-1
1060,8987,-1
7250,4092,-1
10352,7250,-1
10628,10213,-1
10352,10213,-1
3988,10213,-1
6077,8170,1
3149,7250,-1
268,7250,-1
7488,1105,1
1657,1387,1
6867,8449,-1
10849,6867,-1
1980,10213,-1
4569,11983,1
7349,10416,1
6849,11767,1
3461,1533,1
5278,7349,-1
5759,1533,1
2431,3957,1
9076,3957,-1
7854,7441,-1
9915,1085,-1
3988,1085,-1
8714,5274,0
4718,5274,1
177,5274,1
9561,3603,1
2126,1430,0
7220,9494,-1
2955,9494,1
4659,8332,-1
10577,3957,1
5298,11769,1
4535,11769,1
858,9494,1
1060,1430,1
2376,11290,-1
4390,4364,1
10352,4364,1
9561,1504,0
4151,1504,0
4764,1504,0
1574,692,0
3074,1504,0
10911,85,-1
6413,2404,-1
4355,2404,1
783,783,-1
5104,1504,0
4535,5067,1
9915,2411,1
7096,85,-1
9747,7096,-1
177,7096,-1
1980,4364,-1
4364,4364,-1
4659,9448,0
10760,10694,-1
7076,1504,-1
10033,1504,-1
6744,1504,-1
9579,11961,-1
1546,7533,1
4151,9543,-1
8415,8127,-1
10035,8127,-1
6819,5067,-1
3277,7247,-1
8285,1504,-1
2144,6744,-1
8260,6744,-1
1845,6744,-1
2126,9610,-1
9567,9610,1
4535,6744,1
7750,4092,-1
3095,10509,1
2125,8127,0
567,8127,1
5356,2529,0
6445,2529,-1
2529,2529,1
10911,3957,0
3603,3957,-1
10503,3957,1
3957,4659,1
65,3957,0
5749,9912,1
9878,1105,0
8449,1105,1
2529,1105,0
6461,10699,-1
11655,2529,0
11655,3603,1
11655,3957,-1
3957,6971,-1
2125,6971,-1
2209,11121,0
4607,3471,-1
911,3428,-1
9555,9567,1
6461,259,1
1657,2411,0
1657,1163,1
10566,10566,1
11628,85,-1
11875,183,-1
1290,7118,0
9031,6819,1
11877,85,-1
3957,8348,1
2281,1105,-1
9477,1105,-1
3202,1105,-1
10196,3957,0
10911,3342,1
4127,3342,-1
4535,3342,1
6819,3342,0
6190,3342,-1
5356,3342,0
7013,5218,-1
5218,3342,-1
2665,9567,-1
10447,9349,1
10044,85,-1
4535,85,-1
10258,3992,1
567,8999,0
6118,1085,0
8755,6971,0
6971,85,0
12028,1085,1
10694,8968,-1
6469,2411,1
9747,9150,-1
3277,11548,1
1781,1504,-1
7826,1504,-1
9915,1504,0
8062,1504,1
2031,9912,-1
9912,5067,0
606,1504,0
5473,1504,0
10044,1504,-1
10911,1504,-1
4535,1504,-1
7402,1504,1
177,9348,-1
10911,2404,-1
10044,2404,-1
4535,2404,-1
2404,1415,0
8165,5067,0
7076,2404,0
1845,6819,-1
8260,6819,-1
9170,5229,-1
5229,5229,0
10911,7772,-1
4535,7772,-1
5181,911,1
7574,7349,-1
8415,7349,-1
7063,7704,-1
1261,3957,-1
4355,3957,1
4535,3957,-1
4161,8062,1
2905,8062,1
1657,8062,1
7569,1657,1
1528,1657,-1
736,4132,1
736,3709,1
11769,5274,1
4764,2529,0
2529,9514,1
7118,7118,-1
177,2529,-1
10352,2529,1
10352,4659,1
1129,7743,1
4132,3992,-1
4132,729,-1
6744,4659,1
9348,692,1
1105,321,1
6077,11655,1
12009,1430,1
7785,1085,1
10352,6941,1
6941,2125,0
6190,2125,0
4225,3341,0
10911,2529,0
2529,10416,1
5359,10416,1
567,10416,1
9439,10416,-1
4103,3957,-1
429,8062,1
2051,3766,-1
4361,10581,0
7723,8955,-1
11330,11574,1
4659,5218,1
3045,6971,-1
4007,3957,-1
1085,6971,1
3988,3957,1
5721,3957,1
783,11574,-1
783,9038,-1
2529,5218,1
2529,5218,1
2529,5218,-1
10645,8332,1
6461,8332,-1
3122,1085,0
3419,1085,0
4084,1085,0
6461,911,1
3471,1533,1
736,10346,-1
6190,7488,-1
5473,1085,-1
8062,3957,0
6461,1105,-1
5356,8332,0
9555,2307,-1
2307,9912,-1
1521,10694,1
7864,1163,-1
7750,1085,-1
6392,1163,-1
2051,10694,-1
168,85,-1
3708,85,-1
3216,794,1
7455,4390,-1
965,9997,-1
8445,10129,1
7064,6819,0
10196,8170,1
8170,8332,-1
4944,8332,1
2529,10258,1
8332,10258,1
3957,3934,-1
5356,3934,-1
4151,3934,1
9062,9857,-1
9567,644,-1
4535,6819,1
7691,8127,1
3216,3957,1
4346,3957,1
3957,6819,1
8332,6819,1
6469,10258,1
11290,12009,-1
10911,6819,1
7266,10258,0
3632,9053,1
10694,644,-1
2126,9567,-1
2529,8999,1
10566,8999,0
1396,10566,0
1129,2665,1
1305,3769,-1
1163,3769,1
3769,9053,1
2529,9348,1
1060,6816,-1
429,3934,1
1163,1476,1
2529,2529,-1
4718,4718,-1
4718,4718,-1
3277,3212,1
7377,2404,-1
4579,9022,-1
261,1504,-1
3046,1504,-1
9912,1504,-1
1105,1504,0
4355,9348,1
85,9348,1
152,1504,-1
5546,3972,-1
11774,5546,-1
9031,1504,-1
9561,2404,1
7750,1504,-1
12028,1840,1
8932,1504,1
3419,1504,1
7235,1504,0
1200,7064,1
6392,1504,-1
85,1504,-1
10044,7772,-1
2943,1504,-1
3603,1504,-1
9915,10359,1
9915,2736,1
4603,7220,1
12009,7220,-1
6722,2955,-1
6461,3045,-1
11142,3045,-1
5558,1105,-1
1744,7002,-1
2812,10580,1
7930,10580,1
9997,10580,1
756,10580,-1
8987,10580,1
756,965,1
3603,3202,0
10352,3202,1
6299,4149,1
9690,4149,-1
511,4585,1
511,10194,1
9059,2665,-1
9279,2665,0
10830,6933,1
10830,4822,1
9690,6810,-1
11481,1085,-1
7250,10213,-1
11596,1085,0
1085,4909,0
10213,1085,1
1234,2812,-1
4084,10213,0
3419,10213,0
5700,10213,-1
10458,10213,-1
10213,4909,1
6361,3045,1
1478,3045,0
7750,3045,1
6077,3045,-1
10911,3045,-1
10213,3104,1
4355,4909,1
7455,3049,1
9875,8445,-1
11042,5273,-1
11826,5273,-1
3072,858,-1
5922,4132,-1
10699,5229,0
6118,4092,1
4355,8133,1
8445,1151,1
6543,429,-1
6543,10194,-1
6543,1234,1
2205,6080,-1
9543,3122,0
1272,223,-1
736,3992,1
11083,1105,0
9510,2612,-1
9690,736,-1
6461,3988,-1
8930,11596,1
8930,3132,1
268,10359,-1
1781,7250,-1
4723,2291,-1
177,259,1
9747,1060,1
177,1060,1
6469,3988,-1
6469,5213,1
6469,7691,1
7266,2125,1
7247,2125,0
9561,2411,1
9433,2612,-1
1200,8984,-1
6652,2612,-1
5356,3988,-1
9842,2125,1
5356,2125,1
567,2529,-1
1129,3766,-1
2031,3766,1
7349,183,-1
2529,11628,0
4535,8127,0
261,429,-1
1151,3766,-1
5759,4699,1
783,4699,1
794,2529,1
4607,783,-1
10923,1105,-1
5207,3766,0
7063,783,-1
4579,1533,1
2386,2529,1
7785,2529,1
2529,8332,0
3148,1105,0
716,4659,-1
4659,4467,0
3045,1085,-1
11121,1533,1
3766,9567,-1
1085,1085,1
1085,1085,-1
1085,1085,0
9561,6461,1
9548,1085,-1
6518,3957,1
1105,6971,1
1105,1085,-1
429,1105,-1
10699,1163,-1
3603,1163,-1
9433,736,-1
9433,10581,-1
2219,2291,-1
4355,1085,-1
2376,2612,-1
10044,4659,1
2125,10913,1
11747,10913,0
11877,3957,0
11877,1657,-1
8755,1657,1
6558,10566,1
3072,8332,-1
8332,10566,1
1305,2529,-1
2529,10913,1
858,10258,1
9053,9514,-1
1234,11290,-1
9076,3342,0
7942,5759,-1
2529,9053,1
6720,9053,-1
10913,9053,1
5356,3769,1
3244,9053,1
1781,1163,-1
911,6819,-1
10645,911,1
7772,3769,-1
7247,5218,0
506,429,1
3603,1476,1
6854,3769,-1
11103,11103,0
1657,11103,-1
6445,8999,0
4390,1504,-1
9772,1504,1
6902,85,0
3603,488,1
858,6469,-1
858,9105,-1
3461,2309,1
5759,2309,-1
2291,2309,-1
9578,2309,-1
3992,2309,-1
9747,11503,-1
7826,11503,1
10886,7250,0
1630,858,1
858,6246,1
6445,6246,-1
6445,1980,0
3557,1980,1
6914,1303,1
10194,1303,-1
10645,11503,1
10645,7250,-1
7656,7250,-1
7235,7250,1
8570,7250,1
9076,5002,1
10577,5002,1
2431,5002,1
7826,6933,1
858,858,-1
858,858,-1
858,858,1
1657,1105,-1
7013,5213,-1
7013,7691,-1
8984,3132,0
8984,11596,1
7013,7013,-1
4585,11142,1
858,858,-1
10352,6744,1
6744,10359,-1
11481,1773,1
756,8367,1
6722,9912,-1
8062,1105,-1
4019,8271,-1
10352,9477,0
9477,7250,-1
3202,7250,-1
9548,3153,-1
9548,7250,-1
10257,3733,1
4822,9690,1
9439,8987,1
1234,9932,-1
9932,8271,-1
10766,1546,-1
10766,10581,-1
8635,10581,-1
4374,8635,1
6887,8635,1
4607,6810,-1
5226,2394,-1
2394,5585,1
2152,3045,1
7656,3045,0
3122,3045,1
8062,10213,0
3132,1105,1
4346,3045,1
5700,3045,1
1085,3104,1
3005,3122,-1
6469,1105,0
4778,8170,-1
11880,9857,-1
11880,9912,-1
8111,10257,-1
3045,7096,1
2473,7096,0
6866,7096,-1
4778,3045,-1
7656,3988,-1
3988,7691,1
8445,8913,1
3603,5229,1
7772,5229,0
10352,5229,1
3179,5213,-1
6693,10509,-1
845,1234,-1
10509,4092,-1
7750,1105,-1
6361,7250,1
1781,8984,1
1781,8984,-1
756,10346,-1
9690,5273,-1
8415,2125,-1
10035,2125,-1
11767,2125,1
2529,2529,-1
5298,2529,-1
5298,8062,1
5298,2125,0
4535,2125,0
2828,4132,-1
2031,8062,-1
8796,2031,-1
4263,11330,-1
5188,2612,1
2612,729,1
7527,11330,-1
4620,756,-1
7349,8127,-1
1341,3766,-1
3957,4467,1
6971,1085,-1
1261,6461,1
1234,1151,1
10566,10566,-1
6543,10234,-1
3342,3769,1
5218,3769,0
3045,85,0
1261,2031,1
4657,4585,1
4585,10904,-1
1060,6873,1
1060,10958,1
7826,11993,1
11359,277,-1
11359,2343,-1
2343,11993,0
277,11993,-1
5988,736,-1
10156,10194,0
10359,7250,-1
2262,3603,-1
1023,11503,-1
4301,9555,-1
2812,259,-1
1521,12069,-1
5356,10194,0
1521,5356,-1
6636,4304,-1
10911,7013,1
4535,7013,1
2461,1551,-1
9439,12069,-1
3072,277,0
8062,8062,0
1261,277,-1
1261,3244,1
2376,11112,-1
2625,12069,1
1652,12069,-1
6722,8445,1
8445,8635,1
498,1234,0
7772,9857,0
965,11193,-1
4626,2812,-1
4161,7250,0
2905,7250,-1
7854,297,-1
9674,7250,1
7773,7250,1
1085,1085,1
11698,1546,-1
11280,11193,0
1546,2394,-1
1546,11193,0
11237,5273,-1
3603,10359,1
3216,7250,1
5700,7250,1
3512,5273,0
3244,10580,1
10849,10580,1
9028,7250,1
6849,7250,0
11503,10359,-1
8170,4851,1
1657,4851,1
10352,7772,1
4161,7772,1
2905,7772,0
736,2309,1
1234,2309,1
5493,2309,1
7785,7250,1
7641,7250,1
2557,7250,1
2557,5749,1
5749,255,-1
904,5749,1
3998,7250,1
5749,7772,0
4355,7250,0
5537,1551,-1
1551,7465,1
4005,9608,0
6469,1980,1
4005,1980,1
9548,1980,1
9548,7505,1
9548,911,1
1657,1303,1
1901,1303,1
11503,1303,0
511,11503,0
10127,11503,0
10127,3603,-1
7785,7250,1
2386,7250,1
8092,7250,1
10129,1234,-1
7451,736,-1
10530,7772,0
5546,11961,-1
11655,4364,-1
511,3603,1
2873,5273,-1
606,1303,1
5473,1303,1
7402,1303,1
6609,9954,-1
1478,7250,0
7250,7772,1
3274,1303,0
2496,7250,0
9543,7250,1
12028,3153,1
4161,3153,-1
2905,3153,-1
11769,6966,1
429,1504,-1
2031,1504,-1
9348,11769,0
1305,11769,-1
8887,6744,-1
3072,11769,1
9842,7772,0
10352,3957,1
7772,3957,0
6744,3957,-1
3957,11769,1
4422,11295,-1
6744,6819,1
3340,10352,-1
8107,10352,-1
11910,10352,-1
10352,11769,1
10352,10331,1
5361,5361,-1
7250,3153,-1
1272,3035,1
10911,1272,0
1551,297,-1
845,5273,-1
11142,10194,-1
11481,11222,-1
858,858,1
7633,4851,1
7633,3244,1
11548,8271,-1
7250,858,1
1980,3153,-1
1980,5058,-1
1980,5700,-1
7702,6959,1
11290,11295,1
5298,5067,1
10227,5067,-1
1469,7533,-1
5764,7533,-1
10911,606,-1
1220,1057,1
1528,1528,1
1528,3066,-1
3957,1105,-1
2343,8332,1
858,858,-1
3957,7349,1
11769,10997,1
10352,6936,1
3066,7772,1
5298,7772,-1
2281,7772,0
3603,2281,-1
5811,10331,1
1126,10352,-1
5451,4607,1
6887,4607,1
6887,965,1
6887,2209,1
7455,259,1
11596,1105,1
8062,1105,1
7250,1105,-1
6086,1105,0
1085,1105,1
2031,9912,1
8445,2351,0
8445,498,1
8445,1881,1
4355,4364,1
4151,7772,1
4346,2411,1
4346,6819,1
606,6558,1
5473,6558,1
3603,606,-1
5473,3603,1
277,3603,1
1528,10352,-1
3045,7691,1
7857,3045,1
1711,10257,1
3988,1085,-1
3938,1085,0
4909,3045,1
6190,5213,-1
8614,5213,-1
4787,5213,-1
7284,5213,1
6118,1085,0
6118,7250,1
4569,8170,1
2125,2529,-1
1022,11280,-1
8614,8087,-1
9439,9912,-1
2610,1306,-1
2461,4422,-1
4422,8686,1
3629,10194,1
1261,259,1
4346,259,1
2031,8914,1
2031,9857,0
2031,7798,1
7798,9857,-1
9912,9857,-1
511,10196,-1
3212,1080,0
3212,9555,1
3212,2031,-1
6722,2031,-1
6722,10352,-1
3277,9857,-1
3277,7798,0
10035,6933,1
10904,10194,1
7704,3003,1
171,3003,1
3603,6914,0
11993,5058,1
7505,2812,1
9671,3003,1
1469,5273,-1
2126,9932,-1
1518,9932,-1
1469,2610,0
9210,2031,-1
2031,9971,1
2425,3202,1
9477,2425,-1
9598,10194,0
8686,7723,-1
511,6237,1
7723,4304,0
1261,9971,1
1261,4103,0
1657,11503,1
1657,10699,1
10699,10194,1
1781,10194,-1
1781,4585,-1
1781,10699,-1
7854,2981,1
911,2812,-1
9062,2812,1
1261,7864,-1
7585,1551,0
1551,6609,-1
1050,6810,-1
6810,4304,-1
736,4304,-1
9477,8170,1
7826,7505,1
9076,7505,1
1657,7013,1
1657,152,1
10849,3244,-1
7574,3244,0
1657,3244,1
1810,12069,1
3072,8062,0
7418,12069,-1
9795,8062,-1
2209,11193,-1
8977,7702,-1
9598,8062,1
5245,5449,-1
2343,1657,-1
1657,277,1
6299,2209,1
6361,10194,1
10458,7250,1
7750,7250,1
10566,7162,1
9704,12009,1
277,3957,-1
756,422,1
4764,7250,1
850,10581,-1
2340,5568,1
2340,7063,1
8445,7227,1
4346,7250,1
2209,10346,0
11237,736,-1
8445,10580,1
5273,10346,-1
2610,10346,1
8445,10346,1
450,7250,0
10911,1163,0
4535,1163,0
10044,1163,0
8968,10105,-1
8271,10105,1
4992,9348,0
9842,6819,1
4778,6819,-1
6819,12009,1
4659,12009,1
11910,12009,1
7247,9567,1
2529,11655,0
10911,11655,1
11880,11655,-1
268,3387,-1
7400,3387,1
7400,1057,0
8062,2411,-1
10911,1057,1
4535,1057,1
1261,4659,-1
4659,6819,-1
4186,6819,1
1261,6819,-1
1261,4718,1
4718,11769,-1
4726,692,-1
11281,4726,1
7400,3342,0
9842,3957,0
3603,10105,1
9795,9512,1
9795,2051,1
2051,6567,-1
8012,6567,-1
9548,3957,1
9915,7622,1
3072,8449,-1
1151,6567,-1
12073,9567,-1
1261,3988,0
4355,85,1
4535,11655,1
11655,11655,1
2343,3957,-1
10033,10503,0
2209,6493,-1
9512,8968,-1
9348,10535,1
10913,10535,-1
794,3957,0
11280,422,0
3369,5273,-1
3046,3400,0
9053,8743,-1
10044,11103,-1
10911,11103,-1
4535,11103,-1
268,6819,-1
3957,10566,1
11290,7220,-1
8714,7220,1
756,8387,1
177,6819,-1
8999,1057,-1
756,10766,1
3957,85,-1
9561,3957,1
7455,8062,-1
6996,3957,-1
2529,2529,-1
2126,10059,-1
177,3957,-1
297,7227,-1
2812,7227,1
297,6609,-1
5273,297,-1
2051,297,1
7930,297,1
277,8170,1
2343,8170,1
7418,10194,-1
4944,7250,-1
5298,7250,-1
6536,7250,1
10911,3244,1
4535,3244,1
10577,7772,1
2431,7772,1
4395,7772,1
7922,7772,1
6373,7772,1
5897,2309,1
2612,2309,1
8271,259,1
10346,10346,1
1469,10346,-1
1469,2309,-1
2955,3603,1
2955,7772,0
7772,7772,1
5002,7772,-1
6698,3992,1
3603,1303,1
5058,1303,0
8756,3603,0
8756,10352,-1
10352,1303,1
177,1303,-1
9747,1303,-1
7826,5922,1
2496,11481,0
8021,7219,1
1711,7494,-1
845,5759,0
2106,5759,-1
11144,7250,0
11144,6557,0
9875,10378,-1
7455,7250,-1
10127,1901,0
4535,7250,-1
7158,7250,0
597,6469,-1
6469,7250,-1
7857,7250,1
2905,5700,-1
4161,5700,0
5298,6744,0
5700,3153,-1
7641,3153,1
277,3153,-1
2557,3153,-1
11222,3153,1
858,858,-1
1980,9138,-1
1980,12000,-1
7702,10766,1
858,3603,-1
10288,858,-1
858,858,-1
7455,911,1
1305,8062,-1
6086,1085,-1
3045,3104,-1
5967,7250,0
10918,11330,-1
10918,6636,-1
3072,3889,1
9578,4380,1
268,3889,1
3998,9960,1
11330,729,1
9671,729,1
2126,3500,-1
7161,4225,-1
1341,10692,1
4921,1711,1
1711,11193,0
2031,1711,1
7704,8705,1
3003,845,1
8705,3003,-1
9210,2829,1
9062,9512,1
10849,9912,-1
1261,10503,-1
1261,9912,1
7586,7574,0
7462,7574,0
5105,10352,-1
10352,8987,1
6722,8987,-1
9875,1064,1
10463,11596,-1
4054,10581,-1
4626,10257,-1
9210,4225,1
9210,10007,1
8062,8062,1
4535,9211,1
368,4380,1
555,10194,1
1093,10194,1
9747,10194,-1
204,4103,-1
3603,5058,1
597,3244,1
3277,10194,-1
5614,10194,-1
3632,9512,1
7596,4304,-1
1781,12069,1
2096,1234,-1
5537,7723,-1
7585,3217,1
3217,1546,-1
1469,1546,-1
6080,1605,1
1197,8878,1
4259,8878,1
1744,9997,-1
4764,1657,1
1657,8887,1
1657,9912,1
2386,8887,1
8092,8887,1
2281,10194,1
10196,10194,1
3419,3644,1
4084,3644,1
3,5432,-1
2358,7785,-1
2358,2386,-1
4103,7772,1
9433,5759,-1
7772,7798,1
11655,9912,1
10352,4410,1
1901,4410,0
1901,9912,1
4585,10699,-1
9076,10699,-1
10699,10359,0
2343,11503,0
277,11503,-1
10194,11503,-1
1394,1551,0
4626,8782,1
5245,8782,1
6323,4304,1
3508,4304,-1
7864,259,1
11655,259,1
1234,4304,1
4639,911,1
8686,9512,-1
6727,8686,1
1005,8686,1
9971,8914,-1
2051,8914,-1
9834,7013,0
8170,7013,1
2051,1551,1
5278,8271,-1
1901,8271,1
4374,5632,-1
7302,8271,1
4374,1306,-1
2343,6469,-1
277,6469,-1
7702,2394,0
5572,8062,1
1171,8062,1
9062,1044,1
277,10194,1
2343,10194,1
8141,10194,1
7785,8062,1
2386,8062,1
8092,8062,1
5451,7063,0
5451,7854,-1
297,3244,-1
1546,297,-1
297,1981,-1
11330,3003,1
10577,7250,1
7826,7250,-1
2431,7250,1
8984,7250,1
9312,7250,1
4355,8749,1
3244,4851,1
11431,10257,-1
10581,2309,1
3992,11443,-1
511,6914,0
2106,2291,-1
11468,7250,1
10288,858,0
858,3957,1
5759,6636,-1
10581,368,1
368,4225,-1
10007,11330,-1
3998,3889,1
4535,3889,1
6077,4535,1
9210,5432,-1
1711,1744,1
10782,9695,1
7161,10007,-1
7161,11330,-1
11910,1945,1
9210,1945,1
11655,4751,-1
11655,5286,-1
2209,11330,-1
6636,7723,-1
8635,6636,-1
1085,9695,1
204,4718,1
8714,4718,1
8714,1924,1
3667,2785,0
3471,5493,1
3730,6933,1
4132,8923,1
5585,7854,1
5226,7854,1
9704,5226,1
7402,2386,1
7402,8092,1
5904,5632,-1
4687,5632,-1
2364,5632,-1
6524,5632,-1
5904,11193,-1
1290,9997,-1
5226,5897,-1
5897,5585,1
5493,9901,1
11655,2604,1
2343,9477,-1
7854,1945,-1
6080,7854,1
5493,5759,1
10911,5848,1
795,8705,-1
1234,171,1
7854,11330,-1
7930,5585,1
5585,2812,-1
10447,5585,1
9747,9912,1
4921,9912,1
10352,9912,1
6034,10940,-1
10940,3428,-1
8660,10940,-1
881,3603,-1
204,10940,-1
2126,1306,-1
9543,11596,1
6693,11596,-1
4607,3561,1
5897,10257,1
736,8396,1
7854,8705,1
6958,7854,1
4579,783,1
6670,10581,-1
5493,783,1
8987,7798,0
4395,4909,-1
12000,4909,0
7247,3603,1
3603,9857,1
4132,3003,-1
7010,6609,1
204,2829,1
1261,2829,1
2610,6609,-1
2829,6609,-1
2031,1901,-1
511,10729,0
10503,7798,1
4545,259,1
177,9857,1
9747,9857,0
2657,9150,-1
8170,9211,1
4230,9211,-1
9849,11918,1
1093,8092,-1
8170,4230,1
10257,3003,1
8974,11193,-1
10194,4230,1
4778,10194,-1
10194,9211,1
10911,10194,1
812,10194,1
4535,10194,1
1081,9211,-1
7505,12069,1
1005,4626,0
4355,6791,0
7785,6791,0
8092,6791,0
4098,6744,1
4355,1657,1
4161,10194,1
8445,1744,0
529,10213,-1
4346,10213,-1
10782,10213,0
3603,790,1
1060,11767,-1
1234,4132,1
9915,1105,-1
965,10346,-1
378,10346,-1
965,1546,-1
9150,816,1
2790,10257,-1
5537,10581,-1
8714,9912,-1
5356,9912,1
2358,8092,-1
9477,6237,1
3212,5614,0
1080,5614,-1
4531,10352,0
5614,10352,-1
11655,4390,-1
11380,8686,1
4422,1129,-1
4562,259,1
4562,259,-1
9747,259,1
4422,2209,1
1901,11503,1
9598,5832,1
9598,4103,0
9598,7772,1
8367,6397,-1
11802,8271,1
11802,8449,-1
11802,6469,-1
11802,11142,1
7773,10213,-1
4764,7691,1
7284,7691,1
9849,11533,1
9849,5558,1
6077,5558,-1
11910,1546,1
9561,11596,0
9561,10729,1
2051,7183,-1
4535,7183,1
2338,4301,-1
10849,2812,1
10849,7930,1
6609,8374,-1
181,11993,0
11910,12069,-1
9062,12069,0
9579,11380,-1
845,6810,-1
845,10257,-1
845,8367,1
3988,1105,0
4346,5213,1
4346,7691,1
7691,5213,0
9912,12069,1
10849,12069,0
1394,2394,-1
8686,11193,-1
1551,8686,1
10503,9857,1
7798,12069,0
6469,8062,1
268,3603,-1
9561,1085,-1
9561,4909,-1
261,10194,-1
5415,3202,-1
